30	9	62
21	1	62
7	27	63
58	36	63
58	2	63
46	45	64
22	2	64
27	14	64
24	2	64
20	41	64
7	45	64
43	56	64
49	12	64
28	13	64
42	24	64
9	26	65
35	4	65
51	21	65
55	58	65
24	45	65
11	9	65
34	35	65
9	25	65
9	38	65
15	10	65
3	4	65
55	21	65
21	71	65
21	41	66
19	58	66
19	20	66
51	21	66
54	26	66
43	45	66
25	4	66
55	40	66
47	20	66
51	71	66
3	45	66
27	58	66
7	20	66
42	22	67
13	21	67
58	10	67
56	48	67
42	45	67
3	72	67
21	36	67
49	58	67
15	14	67
3	51	67
40	20	67
40	72	67
7	8	67
21	72	68
29	45	68
3	26	68
29	36	68
15	26	68
29	41	68
24	22	68
48	71	68
21	25	68
73	23	68
35	20	68
15	34	68
44	10	68
8	26	68
47	71	68
19	40	69
74	53	69
46	71	70
25	18	71
27	43	71
21	12	72
42	45	72
34	24	72
37	71	73
71	41	73
50	26	73
35	38	74
21	36	75
43	21	75
69	73	75
24	41	75
30	21	75
70	64	75
7	19	76
43	45	76
69	73	76
34	30	76
24	56	76
7	21	76
34	21	76
3	10	76
69	73	77
34	30	77
75	53	77
76	5	77
44	25	78
69	73	78
27	44	78
34	2	79
24	21	80
19	13	80
46	13	80
42	43	81
50	26	81
7	27	82
9	46	82
7	48	82
24	14	82
24	46	82
43	45	83
24	45	83
27	50	83
9	44	83
7	19	84
42	45	84
26	2	84
7	24	84
15	50	85
44	24	86
30	22	86
76	5	86
9	25	86
30	18	87
49	8	87
34	40	87
49	40	87
74	77	87
21	10	87
49	48	87
27	8	87
7	50	87
28	13	87
8	48	87
3	28	88
35	22	88
49	43	88
35	71	88
3	25	88
33	76	88
68	6	88
8	22	88
27	3	88
24	71	88
15	56	88
56	25	88
24	12	88
78	68	89
5	79	89
28	54	89
42	41	89
7	46	89
9	41	89
76	79	89
37	71	89
8	45	90
34	9	90
45	10	90
32	68	90
75	62	90
46	25	90
7	27	91
22	25	91
19	20	91
22	2	91
23	5	91
15	2	91
40	1	92
33	23	92
11	27	92
7	45	92
21	48	92
42	14	92
11	18	92
46	45	92
32	76	92
40	25	92
15	30	92
23	5	93
7	8	93
40	28	93
1	36	94
76	5	94
34	24	94
21	2	95
77	59	95
24	22	95
27	72	95
60	63	95
43	36	95
38	20	95
76	5	95
38	22	95
72	41	95
76	23	95
32	76	95
42	45	96
42	2	96
42	8	96
17	8	96
40	45	96
11	41	97
24	25	97
11	10	97
11	50	97
31	6	98
8	14	98
64	62	98
66	68	98
44	1	98
75	62	98
27	8	98
42	58	99
19	1	99
27	19	99
24	51	99
44	12	99
24	26	99
42	25	99
19	36	99
42	26	99
44	36	99
49	8	100
11	27	100
19	24	100
17	2	100
49	1	100
52	53	100
21	20	100
15	24	101
58	45	101
78	23	101
19	9	101
15	58	102
35	38	102
15	27	102
34	1	102
12	20	103
42	45	103
17	15	103
21	25	103
7	13	103
24	12	103
24	26	103
7	50	103
20	41	103
35	27	104
30	35	104
15	2	104
15	10	106
21	26	106
42	58	106
24	46	107
30	71	107
24	2	107
42	45	107
34	10	107
30	21	107
24	71	107
34	51	107
55	7	108
45	14	108
13	41	108
27	50	108
47	44	108
32	5	108
47	14	108
49	20	108
30	43	108
37	20	108
13	26	108
72	4	108
7	50	108
30	20	108
17	7	109
15	9	109
45	10	109
49	22	109
17	3	109
72	4	109
7	28	109
2	41	110
74	59	110
24	51	110
17	29	110
47	14	110
24	16	110
46	26	111
30	18	111
1	2	111
44	1	111
40	21	111
72	4	111
55	41	111
9	1	111
24	10	112
17	29	112
3	51	112
9	44	112
9	36	112
30	24	112
31	23	112
3	1	114
15	36	114
3	41	114
11	21	115
15	21	115
42	13	115
34	50	115
1	12	115
34	11	115
55	35	115
31	5	116
47	9	117
30	36	117
21	18	117
7	71	117
7	50	117
47	7	117
35	27	118
28	71	118
6	79	118
46	54	118
54	14	118
15	43	118
15	10	118
47	71	118
22	14	119
55	7	119
22	26	119
55	13	119
28	13	119
12	14	119
55	22	119
38	22	119
45	26	119
45	13	119
46	25	119
18	12	119
35	20	119
35	3	119
46	45	120
57	26	120
9	14	120
22	26	120
12	10	120
25	54	120
43	25	120
38	71	120
21	12	120
57	71	120
15	30	120
57	24	120
15	22	120
22	71	120
51	22	120
30	9	120
54	12	120
15	18	121
46	26	121
7	8	121
15	41	121
15	12	121
8	50	121
42	71	121
46	54	121
11	8	121
34	18	121
9	39	121
47	39	121
7	25	121
28	39	121
15	38	121
39	71	121
44	25	121
30	9	121
3	28	122
68	6	122
13	51	122
13	71	122
45	51	122
33	76	123
26	14	123
80	29	123
60	81	123
13	26	123
42	28	123
55	57	124
22	16	124
3	24	124
30	57	124
55	14	124
8	50	124
30	11	124
28	26	124
50	51	124
45	54	124
81	21	124
55	22	124
55	10	124
44	51	124
15	3	124
57	54	124
24	1	124
51	1	124
1	54	124
30	1	125
1	16	125
37	12	125
13	26	125
74	6	125
9	46	125
12	10	125
30	22	125
9	10	125
13	54	125
44	13	125
35	13	125
44	51	125
76	5	125
45	51	125
42	51	125
55	51	125
30	46	125
68	6	126
49	43	126
82	83	126
84	85	126
34	18	126
35	38	127
44	45	128
35	27	128
15	16	128
80	29	128
47	35	128
9	51	128
57	1	128
1	10	128
44	1	128
8	12	128
15	34	128
45	51	128
15	38	128
35	51	128
47	36	128
55	36	128
11	35	128
7	22	129
42	8	129
55	8	129
80	29	129
50	20	129
45	10	129
42	18	129
15	7	129
9	13	130
30	24	130
32	76	130
80	29	130
84	85	130
40	45	131
33	76	131
42	35	131
33	68	131
45	10	131
27	50	131
76	5	131
3	71	131
81	86	131
33	78	131
45	13	131
42	36	132
13	36	132
80	29	132
30	36	132
78	59	132
81	86	132
35	14	132
33	79	133
23	6	133
81	86	133
35	71	133
23	5	134
81	86	134
32	66	135
27	13	135
23	5	135
55	18	135
59	53	135
81	86	135
15	18	136
68	6	136
23	6	136
81	86	136
84	85	136
42	27	137
81	86	137
27	14	137
45	26	137
7	50	138
31	5	138
32	31	138
32	76	138
76	5	138
11	10	138
81	86	138
53	63	138
15	18	139
30	35	139
81	86	139
3	13	139
35	14	139
27	50	140
55	42	140
81	86	140
34	16	141
32	87	141
34	9	141
15	9	141
7	13	141
81	86	141
84	85	142
28	51	143
3	14	143
31	59	144
8	14	144
42	45	144
26	10	144
20	2	144
42	10	144
65	63	144
20	41	144
24	36	145
27	18	145
15	8	145
30	36	146
13	41	146
24	41	146
17	88	146
81	86	146
30	46	146
13	36	147
12	41	147
55	27	147
27	41	147
12	14	147
44	8	147
71	20	147
55	18	147
74	31	147
3	45	147
36	18	147
45	13	147
45	14	148
14	41	148
38	41	148
45	26	148
10	41	148
11	27	148
28	71	148
13	71	148
45	13	148
42	36	149
8	71	149
30	36	149
3	20	149
46	39	149
34	2	149
8	20	149
81	86	149
38	36	149
76	23	149
14	41	150
68	89	150
50	71	150
13	2	150
42	51	150
46	13	150
30	13	150
51	14	151
80	29	151
37	51	151
45	26	151
74	31	151
76	79	151
26	20	151
13	10	151
81	86	151
76	31	151
7	20	151
42	36	152
45	2	152
13	36	152
9	13	152
80	29	152
45	13	152
45	10	152
15	8	152
16	10	152
20	2	152
78	59	152
76	5	152
78	6	152
11	20	152
9	18	152
90	91	152
76	23	152
7	14	152
33	68	153
90	91	153
90	91	154
84	85	154
11	7	154
46	45	155
5	79	155
34	46	155
90	91	155
11	46	155
11	8	155
28	20	155
11	20	155
30	11	155
3	71	155
24	18	155
20	41	155
76	31	155
46	13	155
42	24	155
55	11	156
55	7	156
35	8	156
12	71	156
90	91	156
50	12	156
36	16	156
14	71	156
22	4	156
84	85	156
55	3	156
38	26	157
46	45	157
34	3	157
33	23	157
15	8	157
84	85	157
7	26	157
90	91	157
8	26	157
34	9	158
90	91	158
9	36	158
38	18	158
11	24	158
84	85	158
76	23	158
46	13	159
30	46	159
50	20	159
27	18	159
84	85	159
76	23	159
46	36	160
34	9	160
42	57	160
1	2	160
76	79	160
76	5	160
46	13	160
92	93	160
15	18	161
6	79	161
34	9	161
38	18	161
76	5	161
84	85	161
90	91	162
94	64	162
74	53	162
64	65	163
1	18	163
65	95	163
23	68	163
74	6	163
64	62	163
96	97	163
32	76	163
77	62	163
75	89	164
96	98	164
29	21	164
74	53	164
75	59	164
96	97	164
24	37	164
97	98	164
13	2	164
23	5	164
44	25	164
99	100	164
24	50	164
29	21	165
55	27	165
9	38	165
42	45	165
99	100	165
55	26	165
99	101	165
57	46	165
94	64	165
44	25	165
64	75	165
34	1	165
96	98	166
11	8	166
42	13	166
59	89	166
31	102	166
31	79	166
31	5	166
30	71	166
42	39	166
81	103	166
50	71	166
99	101	166
74	6	166
15	41	166
34	46	166
55	30	166
11	27	166
96	97	166
104	105	166
66	102	166
59	63	166
5	79	166
97	98	166
89	63	166
39	71	166
44	25	166
27	3	167
9	2	167
16	10	167
96	97	167
97	98	167
76	23	167
96	98	167
31	62	167
38	20	167
57	14	167
45	13	167
96	98	168
81	103	168
1	36	168
28	20	168
38	20	168
84	85	168
7	27	169
15	71	169
46	45	169
57	36	169
42	3	169
50	1	169
102	6	169
81	103	169
64	62	169
3	46	169
77	89	169
65	63	169
78	64	169
77	63	169
28	41	169
74	78	169
14	71	169
102	63	169
46	13	169
15	57	170
102	5	170
9	39	170
102	6	170
96	98	170
34	18	170
57	71	170
105	106	170
27	57	170
9	14	170
31	23	170
9	18	170
96	98	171
105	106	171
102	6	171
5	6	171
15	35	171
65	62	171
8	26	171
102	5	171
104	105	171
104	106	171
27	8	171
81	103	171
84	85	171
47	28	172
96	98	172
3	9	172
29	21	172
24	45	172
36	10	172
47	37	172
102	5	172
38	18	172
64	63	172
37	20	172
104	105	172
9	45	172
84	85	172
7	24	172
15	45	172
74	76	173
29	21	173
24	45	173
5	6	173
13	1	173
102	5	173
64	63	173
24	2	173
64	65	173
70	23	173
14	20	173
33	63	173
23	68	173
94	59	173
70	75	173
3	20	173
75	62	173
102	6	173
107	108	173
84	85	173
38	18	173
15	34	173
66	75	173
66	65	173
94	70	173
57	50	174
57	28	174
2	41	174
47	3	174
29	21	174
23	68	174
11	7	174
5	6	174
42	71	174
11	8	174
36	10	174
102	5	174
57	41	174
27	18	174
38	12	174
108	98	174
7	50	174
59	89	174
16	2	174
15	35	174
45	71	175
34	9	175
28	39	175
26	71	175
109	106	175
55	71	175
3	46	175
55	41	175
39	110	175
81	54	175
26	12	175
9	20	175
46	41	175
55	28	175
47	71	175
7	27	176
74	76	176
47	28	176
9	14	176
29	21	176
47	50	176
7	39	176
7	12	176
94	65	176
47	34	176
66	31	176
94	63	176
9	20	176
45	28	176
59	63	176
111	112	176
111	112	177
108	113	177
24	14	177
29	21	177
34	9	177
23	68	177
8	50	177
73	102	177
75	59	177
42	45	177
35	45	177
24	45	177
32	77	177
81	54	177
46	50	177
32	59	177
8	26	177
94	31	177
74	76	178
29	21	178
1	41	178
30	2	178
71	20	178
23	61	178
9	16	178
38	41	178
15	46	178
74	78	178
9	1	178
75	89	179
78	68	179
29	21	179
74	65	179
68	89	179
108	105	179
114	36	179
70	65	179
77	62	179
60	102	179
23	75	179
78	62	179
29	21	180
32	78	180
74	65	180
94	62	180
94	31	180
64	63	180
32	31	180
42	8	180
71	2	180
47	14	180
20	110	180
31	79	180
18	71	180
110	2	180
33	62	180
32	68	180
15	45	180
15	16	180
66	68	180
15	34	180
37	14	180
114	36	180
66	79	180
15	47	180
47	35	181
42	12	181
1	20	181
47	50	181
74	65	181
42	45	181
35	45	181
47	14	181
114	36	181
7	50	181
7	14	181
55	45	182
30	18	182
35	9	182
1	41	182
37	110	182
74	65	182
55	50	182
9	2	182
11	9	182
32	33	182
47	34	182
50	18	182
7	35	182
114	36	182
71	110	182
3	110	182
55	57	183
28	71	183
11	57	183
59	62	183
17	95	183
34	46	183
74	65	183
55	50	183
55	47	183
84	108	183
46	28	183
47	3	183
20	41	183
55	41	183
24	28	183
81	23	184
74	65	184
74	79	184
34	3	184
9	20	184
81	23	185
74	65	185
34	3	185
17	95	185
74	65	186
42	44	186
80	81	186
11	8	186
17	95	186
11	38	187
29	21	187
74	65	187
11	27	187
15	27	187
7	24	187
7	20	187
9	26	188
8	50	188
9	110	188
42	44	188
42	25	188
110	2	188
15	20	188
44	25	188
30	9	188
74	65	188
45	36	189
72	22	189
102	6	189
74	65	189
74	79	189
66	68	189
46	20	189
55	12	189
13	114	190
27	3	190
72	22	190
3	20	190
46	71	190
74	65	190
104	115	190
15	39	190
39	18	190
46	50	190
46	28	190
11	24	190
59	89	190
7	3	190
75	89	191
42	44	191
12	41	191
72	22	191
13	114	191
31	68	191
27	110	191
26	20	191
39	110	192
13	114	192
2	41	192
3	24	192
55	3	192
3	9	192
30	16	192
74	65	192
55	50	192
39	41	192
11	8	192
55	41	192
27	110	192
9	20	192
14	71	192
55	1	192
1	71	192
3	26	193
27	14	193
34	9	193
3	20	193
12	71	193
74	65	193
50	14	193
20	2	193
107	85	193
39	110	193
9	41	193
9	24	193
27	8	193
8	26	193
13	114	194
11	38	194
9	14	194
1	41	194
55	14	194
24	2	194
74	65	194
28	26	194
46	26	194
107	85	194
15	24	194
46	20	194
15	8	194
72	4	194
7	28	194
27	12	194
30	9	194
26	71	194
30	41	194
74	65	195
80	81	195
34	41	195
28	50	195
11	7	195
71	2	195
20	2	195
107	85	195
1	26	195
28	12	195
70	59	195
55	11	195
34	9	195
11	27	195
9	12	195
9	28	195
11	71	195
8	71	195
12	41	195
27	41	195
39	110	195
72	4	195
35	14	195
75	89	196
55	38	196
55	50	196
104	115	196
55	24	196
34	18	196
16	20	196
72	4	196
34	24	196
14	41	197
12	41	197
55	27	197
28	12	197
7	39	197
8	50	197
90	91	197
30	12	197
24	50	197
18	26	197
28	20	197
9	26	197
9	8	197
15	30	197
81	54	197
15	38	197
72	4	197
9	50	197
27	8	197
34	11	197
35	2	198
72	22	198
57	110	198
8	50	198
55	1	198
90	91	198
11	8	198
34	57	198
8	1	198
55	12	198
8	26	198
35	1	198
12	41	199
72	22	199
33	68	199
27	28	199
27	71	199
34	41	199
1	26	199
7	39	199
9	12	199
72	4	199
90	91	199
46	38	200
50	20	200
12	20	200
9	16	200
9	38	200
90	91	200
33	110	200
72	22	200
72	22	201
71	41	201
8	28	201
8	50	201
15	50	201
74	75	201
90	91	201
33	110	201
33	110	202
72	22	202
61	89	202
50	14	202
74	75	202
75	68	202
27	1	202
50	12	202
107	105	202
11	50	202
71	41	202
90	91	202
74	68	202
35	2	203
55	27	203
75	68	203
46	50	203
15	20	203
31	79	203
17	23	203
35	3	203
55	1	203
102	65	203
27	1	203
74	75	203
3	71	203
74	68	203
27	20	203
72	22	203
26	41	203
66	31	203
70	79	203
33	110	203
90	91	203
34	11	203
11	35	203
70	63	203
46	41	203
35	14	203
38	14	204
55	11	204
69	57	204
35	8	204
35	41	204
55	50	204
9	2	204
11	8	204
31	61	204
34	18	204
74	1	204
8	12	204
9	38	204
38	18	204
103	110	204
33	110	204
35	28	204
73	67	204
35	41	205
74	78	205
33	103	205
35	3	205
113	105	205
3	12	205
35	28	205
55	30	205
55	71	205
11	2	205
73	67	205
55	12	205
33	110	205
103	110	205
27	2	205
35	14	205
30	2	206
35	71	206
35	3	206
80	29	206
74	63	206
34	2	206
3	8	206
15	34	206
26	12	206
30	35	206
27	8	206
90	91	206
59	63	206
113	105	206
77	68	207
34	16	207
12	20	207
1	103	207
77	63	207
26	20	207
15	11	207
32	31	207
64	79	207
78	63	207
94	59	207
90	91	207
68	89	207
74	79	207
34	26	207
34	18	207
66	31	207
16	20	207
62	63	207
94	78	207
9	2	207
77	89	207
94	68	207
66	89	207
30	50	207
66	78	207
55	20	207
46	26	208
28	71	208
33	103	208
17	75	208
3	12	208
78	59	208
1	103	208
75	54	208
90	91	208
33	1	208
64	59	208
34	8	209
32	77	209
1	103	209
15	30	209
33	103	209
90	91	209
33	1	209
55	20	209
14	41	210
55	50	210
33	103	210
32	61	210
74	63	210
94	59	210
1	103	210
66	77	210
9	38	210
94	32	210
9	50	210
74	78	210
33	1	210
59	89	210
90	91	210
38	2	211
30	2	211
28	71	211
94	78	211
32	61	211
74	79	211
34	2	211
31	61	211
78	68	211
66	31	211
61	62	211
9	38	211
31	68	211
9	18	211
74	59	212
32	61	212
74	64	212
77	62	212
32	31	212
64	79	212
61	89	212
31	68	212
31	61	212
94	59	212
28	14	212
94	33	212
72	22	212
27	28	212
74	79	212
94	61	212
12	41	212
55	14	212
30	8	212
77	89	212
77	59	212
33	78	212
61	68	213
77	68	213
61	89	213
34	9	213
77	78	213
74	79	213
78	59	213
34	41	213
9	16	213
70	79	213
34	50	213
30	20	213
32	31	213
35	27	214
32	33	214
35	2	214
72	22	214
27	14	214
30	2	214
35	26	214
94	62	214
61	62	214
38	71	214
8	20	214
94	74	214
18	26	214
66	31	214
66	33	214
94	32	214
27	8	214
19	114	214
78	68	215
72	22	215
12	14	215
77	78	215
55	38	215
74	79	215
77	61	215
61	62	215
116	4	215
108	116	215
77	62	215
27	12	215
19	114	215
55	41	215
66	62	216
61	68	216
46	38	216
32	61	216
94	62	216
116	117	216
116	4	216
32	59	216
30	35	216
33	89	216
59	89	216
32	31	216
70	61	216
50	14	216
19	114	216
89	62	216
15	35	216
28	20	216
74	70	216
7	52	216
46	71	216
74	89	216
66	31	216
46	14	216
30	11	216
61	59	216
94	66	216
118	119	216
35	14	216
55	2	217
12	41	217
83	4	217
27	46	217
120	121	217
81	103	217
74	79	217
34	18	217
116	117	217
116	118	217
34	38	217
99	97	217
9	12	217
31	68	217
15	46	217
32	31	217
9	50	217
30	46	217
9	18	217
66	62	218
27	8	218
31	68	218
83	4	218
74	61	218
74	79	218
15	46	218
34	18	218
9	16	218
8	12	218
81	103	218
15	20	218
46	28	218
55	12	218
116	122	218
46	41	218
8	26	218
33	61	219
35	8	219
72	22	219
34	27	219
35	46	219
27	41	219
46	8	219
74	79	219
11	27	219
81	103	219
79	62	219
66	33	219
34	20	219
15	35	219
15	9	219
66	68	219
74	62	219
9	20	219
100	117	219
8	26	219
9	18	219
35	71	220
55	27	220
34	41	220
79	62	220
32	31	220
9	26	220
17	95	220
14	20	220
81	103	220
94	59	220
74	62	220
72	22	220
46	71	220
74	79	220
32	33	220
66	31	220
99	97	220
38	41	220
9	20	220
35	28	220
34	11	220
9	14	220
97	122	220
27	41	220
55	61	220
34	20	220
9	16	220
33	31	220
97	122	221
33	31	221
15	11	221
42	12	221
15	9	221
77	31	221
46	71	221
81	103	221
74	79	221
34	30	221
34	18	221
55	34	221
33	89	221
55	26	221
123	116	221
74	62	221
66	89	221
3	70	221
30	9	221
66	77	221
72	22	221
55	11	222
15	11	222
42	12	222
123	124	222
34	46	222
46	20	222
74	62	222
118	97	222
78	59	222
34	18	222
78	31	222
38	18	222
77	62	222
3	70	222
81	103	222
72	22	222
35	41	223
35	28	223
42	12	223
9	41	223
15	41	223
9	46	223
55	38	223
30	8	223
43	22	223
8	18	223
34	14	223
43	72	223
78	31	223
99	97	223
9	38	223
55	26	223
15	46	223
3	70	223
33	89	223
81	103	223
72	22	223
34	30	224
46	71	224
42	12	224
14	20	224
11	46	224
81	103	224
66	33	224
43	22	224
43	72	224
55	20	224
30	11	224
28	41	224
33	89	224
55	41	224
81	1	224
66	62	225
38	26	225
18	20	225
94	66	225
34	9	225
77	31	225
46	71	225
81	103	225
31	68	225
11	26	225
77	78	225
43	72	225
94	59	225
59	62	225
32	68	225
77	62	225
34	18	225
26	71	225
94	78	225
66	62	226
34	16	226
9	38	226
1	103	226
43	72	226
82	83	226
94	32	226
15	11	226
33	89	226
81	1	226
125	126	226
55	8	226
33	68	226
81	103	226
89	62	226
55	26	226
15	9	226
78	59	226
32	68	226
66	31	226
30	11	226
78	62	226
55	46	226
11	26	226
8	28	226
32	66	227
66	62	227
78	68	227
9	26	227
33	89	227
81	103	227
9	38	227
55	18	227
32	33	227
89	62	227
43	72	227
94	59	227
9	16	227
32	68	227
66	89	227
94	74	227
28	41	227
99	123	227
30	9	227
27	41	228
78	68	228
42	12	228
33	31	228
81	103	228
94	78	228
43	22	228
71	20	228
74	89	228
43	72	228
111	127	228
81	37	228
34	35	228
35	14	228
33	89	228
94	66	228
94	33	228
72	22	228
32	66	229
35	41	229
34	16	229
46	71	229
81	103	229
11	26	229
43	72	229
32	68	229
15	38	229
28	41	229
15	11	229
35	28	229
32	31	229
32	66	230
30	8	230
109	98	230
11	41	230
81	103	230
31	68	230
78	59	230
11	9	230
43	72	230
9	38	230
74	62	230
15	20	230
30	35	230
35	14	230
32	31	230
77	89	231
14	41	231
35	41	231
81	103	231
15	35	231
82	83	231
8	20	231
78	31	231
8	41	231
9	28	231
33	78	231
35	20	231
18	26	232
78	89	232
9	26	232
72	22	232
15	41	232
33	68	232
55	28	232
82	83	232
94	31	232
15	30	232
55	8	232
94	89	232
11	41	232
94	32	232
33	78	232
8	26	232
32	31	232
124	97	233
128	97	233
77	68	233
94	31	233
11	28	233
80	75	233
94	32	233
15	11	233
32	31	233
34	27	233
55	38	233
15	35	233
28	20	233
34	35	233
77	89	233
81	79	233
27	71	233
35	71	233
77	59	233
32	66	233
55	11	233
34	9	233
35	46	233
11	27	233
78	59	233
55	9	233
26	41	233
46	14	233
9	20	233
20	41	233
104	97	233
83	106	233
66	68	233
66	89	233
33	78	233
55	41	233
124	97	234
46	26	234
66	33	234
94	32	234
26	20	234
32	59	234
111	129	234
55	35	234
30	27	234
81	79	234
94	33	234
15	18	234
78	89	234
35	9	234
34	9	234
68	89	234
34	18	234
55	9	234
16	20	234
35	28	234
32	89	234
94	78	234
99	118	234
99	128	234
55	71	234
46	28	234
55	15	234
66	89	234
11	20	234
30	9	234
124	97	235
27	20	235
94	78	235
99	118	235
123	118	235
34	30	235
39	130	235
66	68	235
99	128	235
94	59	235
81	79	235
46	28	235
35	28	235
27	46	235
124	97	236
80	24	236
105	131	236
77	78	236
39	130	236
17	24	236
27	20	236
94	89	236
32	59	236
33	89	236
32	31	236
104	128	236
33	68	236
30	27	236
94	77	236
81	79	236
33	77	236
14	71	236
32	66	236
28	71	236
37	1	236
27	14	236
68	89	236
78	59	236
17	80	236
9	16	236
35	28	236
1	103	236
77	31	236
33	78	236
66	68	236
11	20	236
66	78	236
78	68	237
35	71	237
105	131	237
77	78	237
35	26	237
1	103	237
94	89	237
66	33	237
15	20	237
94	32	237
32	59	237
123	118	237
104	128	237
94	59	237
81	79	237
33	77	237
78	59	237
11	35	237
32	89	237
77	31	237
77	89	237
34	20	237
15	34	237
66	89	237
66	78	237
124	97	238
11	38	238
105	131	238
77	78	238
39	130	238
94	89	238
35	26	238
32	59	238
59	89	238
32	31	238
33	68	238
26	71	238
39	41	238
66	77	238
81	79	238
94	33	238
15	18	238
78	89	238
32	77	238
38	71	238
16	20	238
35	28	238
94	78	238
11	14	238
34	14	238
15	34	238
11	20	238
30	46	238
124	97	239
105	131	239
77	78	239
66	77	239
125	115	239
15	20	239
94	32	239
116	124	239
15	11	239
32	31	239
66	68	239
26	14	239
104	128	239
33	68	239
28	26	239
94	59	239
81	79	239
34	9	239
32	77	239
11	46	239
78	59	239
46	14	239
32	68	239
9	20	239
33	78	239
94	66	239
77	89	239
94	68	239
99	123	239
15	71	239
66	78	239
32	31	240
18	20	240
105	131	240
35	46	240
34	46	240
15	30	240
34	38	240
15	28	240
28	26	240
94	89	240
46	14	240
81	79	240
15	20	240
9	20	240
35	14	240
55	23	240
94	33	240
26	14	240
66	68	241
46	26	241
15	16	241
35	9	241
34	9	241
77	31	241
34	30	241
18	20	241
68	89	241
46	14	241
78	59	241
18	14	241
15	9	241
105	131	241
15	14	241
81	79	241
66	89	241
33	78	241
11	35	241
32	66	242
66	59	242
35	9	242
94	31	242
11	28	242
35	46	242
30	9	242
94	78	242
34	71	242
34	16	242
34	35	242
15	14	242
81	79	242
105	131	242
9	14	242
15	46	242
28	14	242
132	115	242
32	31	242
46	26	243
105	131	243
34	71	243
15	28	243
1	103	243
15	38	243
26	14	243
33	68	243
26	71	243
31	68	243
18	14	243
81	79	243
94	33	243
9	46	243
78	59	243
46	20	243
132	115	243
9	14	243
30	9	243
94	66	243
78	31	243
11	20	243
33	31	243
35	14	244
11	58	244
94	78	244
105	131	244
34	9	244
35	46	244
34	46	244
31	68	244
1	103	244
33	68	244
74	66	244
35	20	244
81	79	244
94	74	244
15	20	244
9	20	244
11	20	244
74	89	244
66	78	244
33	78	244
94	89	244
46	26	245
105	131	245
30	11	245
125	115	245
32	59	245
33	89	245
32	31	245
26	14	245
33	68	245
31	68	245
28	26	245
94	59	245
81	79	245
28	14	245
15	18	245
78	89	245
72	22	245
74	89	245
74	66	245
32	68	245
94	74	245
35	28	245
14	20	245
38	18	245
66	89	245
33	31	245
35	20	245
34	35	246
105	131	246
43	72	246
8	4	246
11	28	246
35	26	246
109	85	246
26	71	246
31	68	246
32	66	246
72	22	246
35	9	246
9	46	246
68	89	246
78	59	246
32	68	246
34	11	246
66	78	246
11	26	246
66	89	246
72	4	246
22	4	246
33	31	246
66	59	247
78	89	247
9	14	247
105	131	247
35	9	247
74	78	247
66	78	247
15	30	247
32	68	247
28	26	247
46	28	247
28	71	247
32	31	247
30	11	247
66	89	247
31	68	247
15	11	247
35	26	247
11	35	247
32	66	248
46	26	248
78	68	248
26	14	248
105	131	248
33	68	248
33	78	248
32	68	248
74	31	248
15	14	248
66	33	248
66	78	248
32	66	249
46	26	249
32	74	249
30	38	249
94	31	249
105	131	249
34	16	249
94	66	249
